"","id","yhat"
"1",914,0.163971985917189
"2",957,0.203842988107939
"3",1406,0.0502311948906382
"4",1414,0.111032555414592
"5",1546,0.101445040050701
"6",1651,0.0377360600105697
"7",2046,0.0241972627387244
"8",2534,0.11365315543698
"9",2801,0.113176124500791
"10",3689,0.0676690266505217
"11",4308,0.110016232454733
"12",4480,0.144170707706707
"13",4847,0.129409346589641
"14",4871,0.105128412363147
"15",5665,0.139452222952372
"16",6157,0.346196516383286
"17",6190,0.13771499911463
"18",6882,0.112122298938098
"19",7501,0.0429870106337658
"20",8109,0.101550890103996
"21",8303,0.056721673901748
"22",8699,0.097347453174178
"23",8907,0.0308152977624088
"24",9512,0.233904455362057
"25",9520,0.146631643941225
"26",9580,0.22834892182568
"27",9695,0.0340604485075775
"28",9989,0.0729923765604741
"29",10006,0.079859076627165
"30",11177,0.0373797530657227
"31",12033,0.0698251975249229
"32",13994,0.0463475832170801
"33",14176,0.237694570015615
"34",14745,0.124624125463319
"35",14834,0.0452759785135226
"36",15750,0.0289000990092433
"37",16470,0.169959827402775
"38",16667,0.0713732866061941
"39",16691,0.0731700732225006
"40",16705,0.0254452301171428
"41",17655,0.0763622987498146
"42",17809,0.0449243646700493
"43",17990,0.266010359941558
"44",18554,0.0508008158994877
"45",18830,0.195468687518131
"46",19410,0.0933459306662111
"47",19437,0.229450927423545
"48",19690,0.0172284292203512
"49",19798,0.219122296302906
"50",20117,0.109166239358767
"51",20168,0.0552040872619987
"52",20664,0.111800732216981
"53",20842,0.301923219013586
"54",21377,0.14004683131481
"55",21652,0.216158711387529
"56",21768,0.149603959219023
"57",21784,0.046945135898328
"58",22225,0.0418589608933199
"59",23337,0.103660851607397
"60",23442,0.225133377240778
"61",23698,0.107354070896338
"62",23892,0.154239430823764
"63",23949,0.0835090932335397
"64",24570,0.153020074404676
"65",24791,0.03963751158137
"66",25313,0.196952634826677
"67",26433,0.146284307837105
"68",26824,0.123244655317453
"69",26832,0.258605630728958
"70",27014,0.0517561920677646
"71",27022,0.0733493398277857
"72",27332,0.147022299580127
"73",27642,0.0839747927795452
"74",28398,0.243278631666591
"75",28630,0.157678929201184
"76",29246,0.190079340252301
"77",29289,0.261131136139934
"78",29483,0.0675047134867327
"79",30805,0.178398857514533
"80",31046,0.0300453901881241
"81",31283,0.119163500754273
"82",31461,0.0501939721582691
"83",31518,0.225008145284743
"84",31550,0.0287892394647402
"85",31593,0.0855578581317057
"86",31879,0.114072715579866
"87",32263,0.170506578764441
"88",32638,0.0376130347310439
"89",32883,0.146651207878532
"90",33235,0.0164043157802984
"91",33316,0.0748590325043975
"92",33472,0.0412962964789577
"93",33618,0.091960125628843
"94",33847,0.123712417341749
"95",34657,0.223270953796334
"96",35475,0.168672437146142
"97",35823,0.0572906165319354
"98",36005,0.0976766595382816
