id,yhat
914,1.07389522
957,1.252950405
1406,0.076198979
1414,0.147386494
1546,0.183162336
1651,0.027550086
2046,0.118709064
2534,0.61386724
2801,0.310437946
3689,0.187359379
4308,0.187896336
4480,0.567153075
4847,0.671859292
4871,0.904662383
5665,1.784515315
6157,1.082721176
6190,0.353346565
6882,0.159546256
7501,0.114776529
8109,0.717752381
8303,0.077014779
8699,0.079354009
8907,0.015131058
9512,0.436850058
9520,0.31158281
9580,0.91864517
9695,0.189745512
9989,0.109928264
10006,0.15165353
11177,0.034516563
12033,0.19889989
13994,0.09779258
14176,1.134125888
14745,0.11787493
14834,0.07750839
15750,0.020635582
16470,1.132667832
16667,0.0629087
16691,0.44372754
16705,0.030748749
17655,0.144114431
17809,0.081122891
17990,2.091092323
18554,0.185778606
18830,0.547180502
19410,0.138062224
19437,1.299486141
19690,0.090340362
19798,0.515209271
20117,0.551760081
20168,0.082157015
20664,0.25919962
20842,0.597439857
21377,1.133653173
21652,1.664883391
21768,1.094756415
21784,0.125744591
22225,0.047884648
23337,0.077067603
23442,1.224361753
23698,0.124612475
23892,0.510665691
23949,0.230891146
24570,0.40640978
24791,0.138838656
25313,0.328311611
26433,0.891615238
26824,0.10947237
26832,2.02215499
27014,0.070289698
27022,0.137251894
27332,0.900912293
27642,0.077529818
28398,0.53847899
28630,1.696829935
29246,1.433350325
29289,1.729250615
29483,0.130805952
30805,1.616492128
31046,0.029999969
31283,0.243571893
31461,0.170415565
31518,0.881658421
31550,0.076399823
31593,0.091406914
31879,0.152904738
32263,0.2555064
32638,0.078201646
32883,0.161966419
33235,0.091802263
33316,0.306989021
33472,0.135769225
33618,0.493902425
33847,0.143710342
33960,0.080847199
34657,0.596813217
35475,0.462542898
35823,0.200823269
36005,0.19325499
36110,0.525238226
36137,0.056488003
36145,0.242387767
36269,0.046178124
37176,0.105247187
38407,0.069478588
38440,0.410320488
39217,0.115521394
39390,0.091391876
39543,0.08673586
39730,0.150677577
40126,0.677609124
40347,0.197856803
40428,0.049444368
40665,0.486477036
40738,0.542129967
40770,0.616090632
41904,0.163266787
42153,0.02577827
42323,0.597365101
42781,0.939362433
42803,0.359029692
43486,0.857017905
44580,0.183489796
44970,0.197628362
45128,0.141512021
45233,0.360351488
45640,0.862361153
45861,0.049849481
46108,0.149172589
46175,0.872077447
46272,0.228925802
47139,0.615369149
47449,0.262255989
47619,0.155604067
47805,0.313906275
48534,0.236464152
48615,0.181830443
49158,0.092530607
49263,0.671619314
49620,1.43477209
49778,0.888340166
50040,0.537238137
50075,0.26336275
50130,0.162234006
50504,0.701234851
50741,0.065370343
51004,0.052730119
51349,0.221757231
51691,0.834357851
52027,0.344490303
52248,0.174316089
52647,0.039149359
52728,0.527760059
53767,0.097186376
54070,0.138443459
54275,0.413166838
54429,0.21659183
54542,0.134880571
55093,0.167571701
55573,0.298636995
56006,1.161270383
56120,0.33184985
56618,0.118180129
56952,0.062530912
57290,0.609063519
57312,0.16465725
57487,0.372311788
57673,0.117218991
58319,0.155119363
58483,0.064903789
58572,0.274043455
58874,0.660685467
58912,1.272092519
59269,0.042712605
59412,0.283649446
59463,0.107352577
59587,0.64151335
59927,0.703149558
60623,0.105098357
60690,0.057465814
62189,0.180744883
62367,0.065064752
62383,0.585525012
62448,0.277195075
62740,0.277451308
63002,0.064055639
63126,0.156367788
63304,0.911669085
63444,0.19203522
63827,0.24604781
64017,0.072900123
64041,0.357312468
64408,0.015955272
64831,0.137902968
64858,0.406893746
64874,0.275298851
65234,0.921294972
65340,0.313912701
65358,0.193662721
65676,0.107529653
66060,0.869248991
66109,0.065856528
66192,0.4848624
66320,0.165352716
66389,0.659408552
66702,0.12172071
66958,0.359070687
67156,0.654559488
67261,0.026834831
67458,0.133548564
67768,0.816095732
67938,0.263813443
68020,0.24412992
68314,0.305634673
68640,1.535221753
69019,0.128215508
69272,0.263850757
69841,0.04679047
69876,0.220917899
70343,0.100163605
70416,0.099140121
70661,0.770913825
71382,0.823347766
71706,0.173199233
71803,0.181605699
73261,0.645297043
73318,0.169525627
73342,0.056414471
73768,0.998701764
73890,0.112197318
74020,0.100466956
74799,0.330665899
74810,0.272001507
75051,0.052664218
75132,0.154377555
75345,0.426031668
75361,0.121589098
75914,0.029930453
76090,0.113250726
76562,0.062258306
76570,0.018499987
76996,0.440898139
77160,0.038694006
77623,0.608585842
78522,0.959593239
