"","id","yhat.x","yhat.y"
"1",914,0.132535189988991,0.145394959410075
"2",957,0.143002467488848,0.12564825583699
"3",1406,0.0287704865240352,0.0536457557608057
"4",1414,0.094090372979724,0.123999031447724
"5",1546,0.121135947501883,0.119716571802889
"6",1651,0.0396339971871395,0.0355993624206154
"7",2046,0.0291508494028295,-0.0113760237284572
"8",2534,0.0840397322486041,0.0772622106899876
"9",2801,0.078697755450531,0.0553958728842262
"10",3689,0.0632301856342874,0.0817262203621417
"11",4308,0.0793522309431583,0.0692049197980824
"12",4480,0.116049083284094,0.0989881916416692
"13",4847,0.113102022079572,0.104008834277444
"14",4871,0.0764893747743791,0.0595468957120261
"15",5665,0.120239983713599,0.138244502288141
"16",6157,0.278266235219925,0.267948506129448
"17",6190,0.0975839496539376,0.0941037080057015
"18",6882,0.153931483396152,0.17866019617679
"19",7501,0.0410560240421623,0.029980607752327
"20",8109,0.0946662818969332,0.0999596956172921
"21",8303,0.0517375222286164,0.068263497754974
"22",8699,0.101829800738057,0.129367079863518
"23",8907,0.0208471196842096,0.00199644158200665
"24",9512,0.226868690512879,0.237133967955424
"25",9520,0.257596052722313,0.235037832209403
"26",9580,0.177655613246643,0.170711305920638
"27",9695,0.040699666328468,0.0355777417791148
"28",9989,0.0858176827382428,0.126468111554679
"29",10006,0.0728860398379434,0.0602974772681928
"30",11177,0.0355398713988741,0.0337913450593845
"31",12033,0.0684278566910925,0.0712780704324333
"32",13994,0.0340682712521882,0.0579306887651228
"33",14176,0.163901372698457,0.140427499406021
"34",14745,0.116904498412746,0.132633588590026
"35",14834,0.0412156565290486,0.0388518171844613
"36",15750,0.0232625915032612,-0.00516715865626641
"37",16470,0.136788022131732,0.124184663008572
"38",16667,0.0706661623199009,0.0978876987499533
"39",16691,0.129055641173338,0.107073657833501
"40",16705,0.0211257832461464,0.000723591338034525
"41",17655,0.0896227046584268,0.099650646733411
"42",17809,0.0487361243778276,0.0549691583797809
"43",17990,0.217669572581978,0.189361752775387
"44",18554,0.0553509908266377,0.0757334679009565
"45",18830,0.204986059637271,0.223979756538333
"46",19410,0.0800052826735739,0.100625202246988
"47",19437,0.269220437064918,0.247686390039256
"48",19690,0.0209511669603697,-0.00189558299532091
"49",19798,0.210415276717244,0.230495854256256
"50",20117,0.089835946680317,0.105506923244611
"51",20168,0.0484909404477272,0.0576318636715099
"52",20664,0.116319292530511,0.131162261572453
"53",20842,0.236512361152935,0.21528889275294
"54",21377,0.138823633327203,0.163325651058147
"55",21652,0.181809406901225,0.175058280899822
"56",21768,0.189368616829174,0.216376587402922
"57",21784,0.0443904010092507,0.0267143744592134
"58",22225,0.0406161008442983,0.0373652844162601
"59",23337,0.0758328490786042,0.0731244376398708
"60",23442,0.249833458605131,0.237583050589529
"61",23698,0.121306378711312,0.167683964892825
"62",23892,0.145672917661116,0.184533377031196
"63",23949,0.0770195415840702,0.0932376568471599
"64",24570,0.127957151143597,0.137878673026992
"65",24791,0.0392609852368259,0.0243652395415428
"66",25313,0.104355917245664,0.0871191300276018
"67",26433,0.130812806227556,0.140793679256473
"68",26824,0.089018231243587,0.0784203020125964
"69",26832,0.191165035668903,0.168520752119385
"70",27014,0.0437939039878937,0.0435688387385148
"71",27022,0.0676740902172469,0.0880509861580517
"72",27332,0.113746064481429,0.103256443605306
"73",27642,0.0728455421161039,0.0611921922785607
"74",28398,0.264590398255641,0.252534510524227
"75",28630,0.241575537485795,0.225780048228875
"76",29246,0.119664941312752,0.109490935334499
"77",29289,0.203641916619728,0.218997627442161
"78",29483,0.0621894023190786,0.0644934939297207
"79",30805,0.215746845758103,0.19299898229709
"80",31046,0.011770790918172,-0.0136312231306675
"81",31283,0.094807273419743,0.0916977018527021
"82",31461,0.0377613683436177,0.0387271987160958
"83",31518,0.242593376956647,0.250307591856948
"84",31550,0.035942712069377,0.0371524297362091
"85",31593,0.0877314788468805,0.120510768071667
"86",31879,0.111256029708214,0.138074740701324
"87",32263,0.1185420120424,0.116389691816061
"88",32638,0.039783938417756,0.0362072983492201
"89",32883,0.126400036210832,0.140297000140388
"90",33235,0.0192196659125696,0.00120726448026291
"91",33316,0.0670340704923454,0.0546100751126136
