"test.id","yhat"
914,1.07389522038049
957,1.25295040480798
1406,0.0761989790242437
1414,0.14738649386186
1546,0.183162335564266
1651,0.0275500859139206
2046,0.118709063619661
2534,0.613867239772617
2801,0.310437945654012
3689,0.187359378577639
4308,0.187896335967821
4480,0.567153075042054
4847,0.671859292432337
4871,0.904662383139865
5665,1.78451531517322
6157,1.08272117621166
6190,0.353346564945184
6882,0.159546255998237
7501,0.114776529417397
8109,0.717752381191676
8303,0.0770147785502981
8699,0.0793540089408395
8907,0.0151310579961241
9512,0.43685005803151
9520,0.311582810029938
9580,0.918645169897481
9695,0.189745511991198
9989,0.109928264067136
10006,0.151653530418234
11177,0.0345165632101394
12033,0.19889989034408
13994,0.0977925801885875
14176,1.134125888379
14745,0.117874929615221
14834,0.0775083897125861
15750,0.0206355815703336
16470,1.13266783203905
16667,0.0629086997956887
16691,0.44372753979016
16705,0.0307487487251012
17655,0.144114431362802
17809,0.0811228912108
17990,2.09109232345466
18554,0.18577860570476
18830,0.54718050212113
19410,0.138062224409095
19437,1.29948614116863
19690,0.090340361880088
19798,0.51520927061997
20117,0.551760081054205
20168,0.0821570152858815
20664,0.259199620487429
20842,0.597439857008474
21377,1.13365317269299
21652,1.6648833914543
21768,1.09475641457948
21784,0.125744591126077
22225,0.0478846484014648
23337,0.0770676032907289
23442,1.2243617530178
23698,0.124612474847966
23892,0.510665691371752
23949,0.230891146203771
24570,0.406409780088893
24791,0.138838655565451
25313,0.328311610542952
26433,0.891615238201027
26824,0.10947236953772
26832,2.02215499048842
27014,0.0702896978975964
27022,0.137251893776407
27332,0.900912292673311
27642,0.0775298178710848
28398,0.538478990085281
28630,1.69682993532317
29246,1.43335032514939
29289,1.72925061509174
29483,0.130805952394085
30805,1.61649212800086
31046,0.0299999685675489
31283,0.243571892785921
31461,0.170415564628591
31518,0.881658421360846
31550,0.0763998231400875
31593,0.0914069143668792
31879,0.15290473809381
32263,0.255506400221275
32638,0.0782016462673312
32883,0.161966418978139
33235,0.0918022629704316
33316,0.306989020937436
33472,0.135769225469403
33618,0.493902424921032
33847,0.143710342092618
33960,0.0808471988232933
34657,0.596813216961401
35475,0.462542898381926
35823,0.200823269179914
36005,0.193254990422325
36110,0.525238226363474
36137,0.0564880030434223
36145,0.242387767098762
36269,0.0461781241160646
37176,0.105247187269342
38407,0.0694785875793382
38440,0.410320488035278
39217,0.115521394075109
39390,0.0913918762711248
39543,0.0867358603787087
39730,0.150677576938989
40126,0.677609123742613
40347,0.197856802989619
40428,0.0494443682826295
40665,0.486477036398298
40738,0.54212996693526
40770,0.616090631698857
41904,0.163266786581197
42153,0.0257782703994702
42323,0.597365101381975
42781,0.939362433445652
42803,0.359029692066372
43486,0.857017905373795
44580,0.183489795785743
44970,0.197628361968638
45128,0.141512021290405
45233,0.360351487836759
45640,0.862361153141141
45861,0.049849480806297
46108,0.149172588923552
46175,0.872077446892519
46272,0.228925801827341
47139,0.615369148613052
47449,0.262255988713125
47619,0.15560406713096
47805,0.313906274523447
48534,0.236464151518142
48615,0.181830442901495
49158,0.0925306074704091
49263,0.671619313723639
49620,1.43477209036507
49778,0.888340166450661
50040,0.537238137289808
50075,0.263362750248941
50130,0.162234006184852
50504,0.70123485115829
50741,0.0653703427512973
51004,0.0527301194684391
51349,0.221757231042279
51691,0.834357851214136
52027,0.344490302685916
52248,0.17431608889644
52647,0.0391493592128156
52728,0.527760058707759
53767,0.0971863759261637
54070,0.138443458800062
54275,0.41316683838145
54429,0.21659183047027
54542,0.134880570848024
55093,0.167571700882386
55573,0.298636995238395
56006,1.16127038271479
56120,0.331849850057537
56618,0.118180128911945
56952,0.0625309121632007
57290,0.609063518786837
57312,0.164657250166655
57487,0.372311787827861
57673,0.117218990839853
58319,0.155119362811378
58483,0.064903788889481
58572,0.274043454736756
58874,0.660685467429929
58912,1.27209251869144
59269,0.0427126047583464
59412,0.283649446080418
59463,0.107352576736801
59587,0.641513349535906
59927,0.703149557577522
60623,0.105098357205399
60690,0.0574658141267439
62189,0.180744882808614
62367,0.0650647519844245
62383,0.585525012248549
62448,0.277195075282792
62740,0.277451308431786
63002,0.0640556388384832
63126,0.156367788360619
63304,0.911669085453234
63444,0.192035220339328
63827,0.246047810445514
64017,0.0729001232730937
64041,0.357312468448177
64408,0.0159552715528638
64831,0.137902968110765
64858,0.406893746115809
64874,0.275298850641839
65234,0.921294971651122
65340,0.313912701320973
65358,0.19366272124909
65676,0.107529653065889
66060,0.869248990672418
66109,0.0658565281281787
66192,0.484862399621576
66320,0.165352715682147
66389,0.659408552392932
66702,0.121720710416199
66958,0.359070687269142
67156,0.6545594881959
67261,0.0268348312040332
67458,0.133548563704957
67768,0.816095731938368
67938,0.263813442592459
68020,0.244129919661113
68314,0.305634673019435
68640,1.53522175262001
69019,0.128215508300444
69272,0.263850756662171
69841,0.0467904698009605
69876,0.220917898716863
70343,0.100163604508319
70416,0.099140121263587
70661,0.770913824850908
71382,0.823347766307457
71706,0.173199232979622
71803,0.181605698521352
73261,0.645297043249528
73318,0.169525626618709
73342,0.0564144707094574
73768,0.998701764470688
73890,0.112197317986844
74020,0.100466956101295
74799,0.330665898630841
74810,0.272001507327388
75051,0.0526642180086911
75132,0.15437755455997
75345,0.426031668068177
75361,0.12158909830559
75914,0.029930453304726
76090,0.113250725914185
76562,0.0622583057298476
76570,0.0184999866971731
76996,0.440898139363515
77160,0.0386940064973977
77623,0.608585841924054
78522,0.959593239363969
78786,0.0831014392666862
78840,0.0948600521663172
79120,0.257484694966328
79251,0.537331797015383
79308,0.68117984836681
79421,0.374070273391116
79499,0.0952977032920437
79545,0.298560137696811
79839,0.141719733808316
79855,0.261690036208726
80055,0.543773604713465
80063,0.329795969497711
80136,0.0202950415144509
81191,0.650548003794285
81388,0.227521416421268
82015,0.0905298980892937
82783,0.0940530150776127
83070,0.660580734194212
83127,0.414739829313891
83151,0.043854931219534
83810,0.625233279908571
83887,0.377237630572139
84859,0.342984482406234
85154,0.158089204886231
85464,0.132396088743661
85901,0.273705733940337
86320,0.287895797244971
86550,0.330408359648018
87181,0.336073407713215
87653,0.234187204775514
87963,0.0727267762006854
88013,0.0993847267426844
88447,0.578130716148255
88560,0.0977533910899524
88897,0.169339059707597
89028,0.847616128164937
89117,0.0132724734219769
89192,1.15417196859858
89370,0.0948512011265876
89486,0.307362285577916
89737,0.490274961242939
90085,0.472517680301273
90603,0.0394686532527109
90611,0.111901776399321
90689,0.28593074022649
91219,0.732239783368946
91340,0.780598230794915
91740,0.946808891334037
93408,0.0941309198025886
93882,0.180126623452759
94102,0.0800415103863301
94234,0.440854653867987
94480,0.073535283275918
94609,0.248653577614421
95125,0.208722789563147
95710,0.8862674298408
95966,0.486966530063278
96393,0.947046490251637
96512,0.0217897353077579
97144,0.0459193655172125
97357,0.164041769414858
97560,0.359739153676429
97861,0.736999824848411
98515,0.240662456801777
98590,0.115084860305405
99619,0.155361217443277
99902,1.30668623623313
99996,1.01189961739355
100005,0.0583861897585893
100021,0.129652011628609
100048,0.324568656347873
100080,0.680174237279743
100250,0.0852936231489503
100366,0.517353251252914
101117,0.102667222609011
101249,0.784939111652697
102083,0.0940487593885431
102130,0.388748858695017
102350,0.252955535954513
102644,0.775000490940812
102652,0.239909970745195
102717,0.169045341821995
102970,0.0776463504611251
103004,0.782250270024196
103055,0.221238872463083
103152,1.34847139446853
103233,0.452891251479741
103535,1.5458674367392
103705,0.153202556901652
104132,0.102316533714021
105490,0.165555827332682
106410,0.0848938761227758
106526,0.364676229793695
106585,0.108509414192102
106976,0.268005500363955
106984,0.218446956068135
107166,0.035235120306778
107590,0.177382966460593
107620,0.698543619542463
107697,0.0870220801110659
107719,0.130506234650774
108065,0.236551513175471
108260,0.303452994702411
108421,0.255025541925676
109096,0.314080582474617
109100,0.121913991063716
109436,0.113359027865613
109657,0.73840465759551
110485,1.3195140197432
110736,0.159380108404772
111198,0.903060474749509
111384,0.0812898449985173
111473,1.22998700707494
111490,0.106059130759681
111538,0.125726393282033
111937,0.378516699662441
112496,0.21175504576064
112801,0.70149966974018
113247,0.294441889976248
113255,0.0185377704742429
113271,0.189941095441142
113573,0.708776171069147
113816,0.0236401227674419
114499,0.230975593571383
114600,0.113520345620756
115142,0.17462242838258
115223,0.89057278533366
116351,0.0726266277107532
116394,0.85687986313286
116572,0.264557727126896
116831,0.183363771504951
116890,0.215200500345283
117390,0.12138312830974
117463,1.6757161954192
117862,0.0519768739876891
118176,0.104254566495301
118230,0.0340033728424283
118524,0.713741164045921
118940,0.160342679012711
119636,0.48273112966617
119920,0.310284600590194
120146,0.145528824114599
120995,1.16822398287655
121550,0.237611075199595
121916,0.235930529773839
122017,0.215947752889917
122173,0.106563382048611
122351,0.148620456010292
122360,0.286836824417822
122670,1.368985438923
122831,0.826146728355383
