id,yhat
914,0.00496281
957,0.010108861
1406,0.000164124
1414,0.0008035
1546,0.000174811
1651,0.000176167
2046,0.002279384
2534,0.054594811
2801,0.002241083
3689,0.000844154
4308,0.114654064
4480,0.010744037
4847,0.070625764
4871,0.000824857
5665,0.045371025
6157,0.09933297
6190,0.007099341
6882,0.307374258
7501,0.004228382
8109,0.01320626
8303,7.85E-05
8699,0.000457892
8907,4.92E-05
9512,0.002112001
9520,0.000648363
9580,0.00828469
9695,0.001129187
9989,0.000815541
10006,0.000414088
11177,3.31E-05
12033,0.106199726
13994,0.000848811
14176,0.023556348
14745,0.006782804
14834,0.000137797
15750,0.00011238
16470,0.007693759
16667,2.33E-05
16691,0.005857475
16705,4.11E-05
17655,0.004880458
17809,0.000617683
17990,0.021360514
18554,0.051533266
18830,0.023260077
19410,0.000191231
19437,0.142959179
19690,0.00011914
19798,0.078015844
20117,0.003118522
20168,0.000117402
20664,0.000460907
20842,0.000576045
21377,0.09474619
21652,0.047664218
21768,0.631118251
21784,6.60E-05
22225,0.000298573
23337,0.000996758
23442,0.042453995
23698,0.000252624
23892,0.010384365
23949,0.000293988
24570,0.007753061
24791,0.000273788
25313,0.001285636
26433,0.012444574
26824,0.001052467
26832,0.041249204
27014,0.001707449
27022,0.002947658
27332,0.009804878
27642,0.012576781
28398,0.007886687
28630,0.080816312
29246,0.066937124
29289,0.133983775
29483,0.000544222
30805,0.016772749
31046,0.000213215
31283,0.002403443
31461,0.001836619
31518,0.016301996
31550,0.000153909
31593,0.00034916
31879,0.002179419
32263,0.006683917
32638,0.000126872
32883,0.064521523
33235,9.37E-05
33316,0.012668729
33472,0.001370321
33618,0.006397466
33847,0.007443224
33960,0.005594829
34657,0.001539923
35475,0.000189758
35823,0.037324323
36005,0.015200163
36110,0.001866254
36137,0.001920473
36145,0.001598224
36269,0.000451183
37176,0.018015591
38407,0.000509913
38440,0.003614093
39217,0.000195061
39390,0.003917106
39543,6.97E-05
39730,0.010542542
40126,0.00243834
40347,0.00126449
40428,0.000325653
40665,0.002481396
40738,0.010977127
40770,0.404298113
41904,0.002828005
42153,0.000268429
42323,0.225212375
42781,0.003475977
42803,0.016939872
43486,0.005783291
44580,0.000218379
44970,0.003144317
45128,0.000962657
45233,0.000806871
45640,0.007332669
45861,0.000213615
46108,0.002359859
46175,0.001458399
46272,0.000795428
47139,0.000582527
47449,0.131209804
47619,0.000191805
47805,0.009962957
48534,0.001132082
48615,0.006352223
49158,0.000372341
49263,0.004242741
49620,0.019551542
49778,0.015684006
50040,0.280853599
50075,0.019879414
50130,0.000628519
50504,0.004399158
50741,0.003691996
51004,8.56E-05
51349,0.002948447
51691,0.012680535
52027,9.22E-05
52248,0.007321932
52647,0.000124984
52728,0.006397192
53767,0.000672748
54070,0.038017158
54275,0.024781487
54429,0.002324546
54542,0.001397732
55093,0.000340386
55573,0.002968968
56006,0.003300847
56120,0.002016789
56618,0.000270578
56952,0.000621264
57290,0.198990685
57312,0.001027339
57487,0.014565902
57673,0.001765962
58319,0.000374408
58483,0.000562227
58572,0.001466863
58874,0.003088171
58912,0.001897759
59269,6.60E-05
59412,0.010212833
59463,0.000119938
59587,0.202093218
59927,0.001966089
60623,0.002165009
60690,0.000182638
62189,0.233343625
62367,0.000926057
62383,0.023911198
62448,0.000526891
62740,0.018548807
63002,0.00033916
63126,0.000482713
63304,0.038584373
63444,0.000798925
63827,0.002145181
64017,0.00051448
64041,0.049778996
64408,4.11E-05
64831,0.006981266
64858,0.024775365
64874,0.000434845
65234,0.052596688
65340,0.02930042
65358,0.013498089
65676,0.000105306
66060,0.003314766
66109,0.000376842
66192,0.075400918
66320,0.07771831
66389,0.250155795
66702,0.000873214
66958,0.000486464
67156,0.003009176
67261,0.000116593
67458,0.001376187
67768,0.004028461
67938,0.000142912
68020,0.153062618
68314,0.023621964
68640,0.088345571
69019,0.003628129
69272,0.000961351
69841,3.68E-05
69876,0.000229144
70343,7.13E-05
70416,0.003897191
70661,0.28011238
71382,0.004458216
71706,0.00573577
71803,0.000142833
73261,0.004504898
73318,0.001137365
73342,0.000268574
73768,0.02100487
73890,0.000655128
74020,0.000103018
74799,0.00120708
74810,0.088022841
75051,0.000801183
75132,0.00422793
75345,0.000427814
75361,0.000311419
75914,7.54E-05
76090,0.000445681
76562,0.000284651
76570,0.000251334
76996,0.006685977
77160,0.000236735
77623,0.012260537
78522,0.009253697
78786,0.006469703
78840,0.002577035
79120,0.001341402
79251,0.347121794
79308,0.004804806
79421,0.002083628
79499,0.000134711
79545,0.003482533
79839,0.000139736
79855,0.033555316
80055,0.00413568
80063,0.001627727
80136,0.00036385
81191,0.101765916
81388,0.006705687
82015,0.000465006
82783,0.001076329
83070,0.001403934
83127,0.007775517
83151,0.000233294
83810,0.003134975
83887,0.000387869
84859,0.00180086
85154,0.006042915
85464,0.028840616
85901,0.036406181
86320,0.01361422
86550,0.001227965
87181,0.007370971
87653,0.003185636
87963,0.000452112
88013,0.000704723
88447,0.002198685
88560,0.003861012
88897,0.004099156
89028,0.052371704
89117,4.31E-05
89192,0.010817449
89370,0.000182188
89486,0.0095062
89737,0.02722865
90085,0.072269074
90603,2.54E-05
90611,0.000113881
90689,0.002364652
91219,0.001780563
91340,0.002263918
91740,0.016802623
93408,0.000307867
93882,0.000584176
94102,6.13E-05
94234,0.002293913
94480,0.000110491
94609,0.000639682
95125,0.001099693
95710,0.008111871
95966,0.004553676
96393,0.00927461
96512,0.00025557
97144,0.000154418
97357,0.001108325
97560,0.179222199
97861,0.381016955
98515,0.016736902
98590,0.002289703
99619,0.000666035
99902,0.01343243
99996,0.007075886
100005,6.25E-05
100021,0.001535174
100048,0.002667198
100080,0.000575849
100250,0.00014475
100366,0.002387639
101117,0.004331639
101249,0.00541561
102083,0.000555535
102130,0.00333184
102350,0.278342344
102644,0.001358331
102652,0.000695913
102717,0.191446197
102970,7.09E-05
103004,0.003698488
103055,0.023681612
103152,0.007241377
103233,0.055089742
103535,0.956828139
103705,0.001325541
104132,0.000799616
105490,0.002553779
106410,0.001755347
106526,0.001042587
106585,8.31E-05
106976,0.02176146
106984,0.000354767
107166,0.000327841
107590,0.001246492
107620,0.068893979
107697,0.000410614
107719,0.005643486
108065,0.089378875
108260,0.008891166
108421,0.000893991
109096,0.052220729
109100,0.004054245
109436,0.000454099
109657,0.027191196
110485,0.003010863
110736,0.002461675
111198,0.010783213
111384,0.003131833
111473,0.04175232
111490,0.000512076
111538,0.003375374
111937,0.001878317
112496,0.000402471
112801,0.011615529
113247,0.00453602
113255,0.000111861
113271,0.001155677
113573,0.081850272
113816,0.000105147
114499,0.081152319
114600,0.001203312
115142,0.005960011
115223,0.047591025
116351,0.001171344
116394,0.038548294
116572,0.011050342
116831,0.151255682
116890,0.000174658
117390,0.000685083
117463,0.008054
117862,0.000207048
118176,0.002478509
118230,9.42E-05
118524,0.0219845
118940,0.001191952
119636,0.000782969
119920,0.00657005
120146,0.001492927
120995,0.003484786
121550,0.038910936
121916,0.003268024
122017,0.001966942
122173,0.000251722
122351,0.006333952
122360,9.46E-05
122670,0.011529513
122831,0.003781222
123080,0.000183286
123153,0.002037026
123196,0.000148087
123307,0.000145036
123455,0.062391506
123560,0.060515657
124001,0.002177975
124044,0.299406823
124508,0.019265668
124672,0.001857724
125792,4.12E-05
125830,0.008927044
126152,0.00027283
126209,0.000255814
126250,8.55E-05
126381,0.038761562
126497,0.000998219
127000,0.000629278
127078,0.007474768
127221,0.00088963
127442,0.000614993
128732,0.001268616
130257,0.014463705
130346,0.003888704
130770,0.00016714
131156,0.062315646
131210,0.009817693
131237,0.011512478
131288,0.013785109
131407,0.01229754
131563,2.34E-05
131733,0.063017917
131865,0.001295002
132110,0.013534158
132250,0.007696613
132390,0.04666282
132667,0.012995545
132934,0.009039254
132977,0.001108497
133051,7.05E-05
133310,0.000328498
133329,0.000139956
134147,8.17E-05
134570,0.005287648
135496,0.001283562
135518,0.008507151
136212,0.032912954
136450,0.006815949
136522,0.000376074
136646,0.0585747
136786,7.82E-05
136816,0.002741917
137413,0.001101734
137995,0.000599271
138037,0.003500967
138398,0.003899873
138665,4.09E-06
138681,0.001553604
138908,0.000176466
139238,0.006042785
139513,0.000645062
139769,0.004614369
139939,0.247922131
140171,0.001250647
140899,0.000799322
141038,0.000103089
141089,0.423360763
141178,0.001515784
141275,0.004664519
141526,0.012759127
142069,0.068061455
143375,0.000817407
143430,0.001018093
144010,0.001696489
144061,0.00014511
144320,0.041459803
144576,0.020424956
144711,0.000699678
145300,0.011510865
145360,0.010874367
146072,0.000743905
146587,0.009633774
146609,0.001051708
146919,0.004756643
147117,0.000439651
147397,0.002956542
147524,0.006499999
147559,0.002151326
147621,0.014177779
148318,0.020457488
148628,0.00017441
148989,0.00054046
149586,0.001204851
149616,0.567637472
149829,0.008924671
150010,0.003439069
150576,0.002596057
150622,0.000646198
150860,0.000149728
151033,0.005236279
151068,0.010155928
151181,0.000279778
151440,0.000220588
152102,0.038429616
152129,0.02115169
152234,0.002488489
152447,0.000751675
153079,0.002428052
153613,0.014268072
154148,0.000270831
154202,0.005185124
154270,1.978040508
154504,1.68E-05
154547,0.010534983
155101,0.000510247
155152,0.000128627
155861,0.006493707
155985,3.05E-05
156043,0.000629871
157015,0.010884243
157180,0.000111524
158062,0.014882284
158836,0.004742692
159670,0.020605692
160270,0.007513898
161543,0.000108136
161942,0.001254488
162574,0.000720114
163325,0.007117129
163465,0.041647542
163821,0.000265395
163937,8.73E-05
164100,0.006329651
164291,0.009196843
165140,0.001128577
166413,0.014313026
166480,0.000891743
167045,0.000348135
167681,0.013468228
168513,0.002450924
168866,0.00023923
169579,0.000468981
170160,0.0001498
170267,0.014423199
170470,0.003510852
170542,0.000217045
170992,0.004136433
171638,0.017154413
171840,0.020727835
172260,0.006413022
172537,0.004127105
173266,0.001190581
173606,0.002290203
173673,0.002954842
173932,0.001157199
174548,0.00177963
174858,0.000126167
174939,0.000291236
175080,0.124254697
175374,0.000107205
175625,0.00075886
175781,0.012983268
175889,0.000831058
175927,0.000378152
176001,0.005614992
176095,0.013915621
176338,0.002834137
176796,0.484706943
176877,0.000808141
177008,0.006226175
177709,0.000154914
177822,0.000147043
177911,0.05620297
177954,0.002683059
178039,0.022684958
178179,0.003340837
178349,0.00062504
178381,0.002356592
178489,0.004293949
178594,0.012905622
179132,0.017454358
179221,0.000187759
180009,0.000138035
180459,0.026068898
180955,0.097049681
181013,0.022561489
181099,0.046693368
181463,0.002807036
181803,0.000294321
181820,0.975858072
181862,0.003092685
181960,0.006836691
182311,0.002086256
183059,0.003591916
183393,0.024636595
183563,0.000757578
184292,8.19E-05
184306,0.008361007
184403,0.042587742
184900,0.006395157
185450,6.37E-05
186384,0.297882585
186619,0.005276644
186929,0.003423372
187330,0.007754167
187771,0.008537718
188360,0.023210077
188387,0.000916333
189170,0.015251483
190527,0.022892296
190560,0.073805981
190659,0.001475996
191922,0.009179786
192996,0.0043035
194026,0.030831037
194530,0.014909226
196118,0.166500066
197467,0.001805971
198234,0.021486706
198374,0.001349994
198579,0.000182619
198722,0.004065001
199052,0.004025073
199206,6.04E-05
199974,0.000766411
199990,0.003422101
200107,5.62E-05
200395,0.004056733
200930,0.000153973
201049,0.149040874
201170,0.000285222
201308,0.004146588
201685,0.007846262
201839,7.53E-05
202002,0.011575193
202215,0.001399723
202436,0.006961641
202630,0.002547371
203319,0.005973292
203327,0.008620616
203378,0.000440674
203858,0.001032887
204005,0.00012376
205249,0.053976606
207098,0.009132882
207624,0.001117923
207772,0.005149576
208000,0.002144638
210455,0.000677646
210510,0.010632955
210587,0.000142676
210862,0.000288475
213411,0.020129531
213675,0.000126851
213756,0.006629753
214027,0.007126654
214167,0.000466996
215260,0.001481524
215309,0.000138481
215490,0.003223293
215562,0.003713138
216020,0.000339606
216860,0.013886955
217077,0.009233487
217387,0.126616528
217409,0.000170243
217530,9.22E-05
217778,0.000305251
218022,0.009664621
218049,0.004051042
218200,0.00072061
218294,0.006754898
218413,0.014502703
218979,0.000836451
219592,0.000109567
220337,0.010443776
220523,0.004219668
220892,0.015140773
221040,0.000360023
221236,0.002176583
221988,0.000929774
222011,0.001405844
222402,0.001189536
222682,0.103934603
224022,0.000719407
224030,0.033459122
224170,0.006193971
224308,0.631906593
224316,0.000142502
224324,0.000302791
224669,0.06864046
224782,0.001338726
224790,0.000831997
225088,1.048402714
226130,5.00E-05
226190,0.004688087
226262,0.004799693
226769,0.000936836
226890,0.000388725
227277,0.000565539
227390,0.012109815
228060,0.001194018
228214,0.00035283
228788,0.076531707
229083,0.028605647
229113,0.000195003
229350,0.116839178
229717,0.000312093
230308,0.014371361
231444,0.000104279
232882,1.483250027
232971,0.000365834
233234,0.004924937
234036,0.024271394
234494,0.000246819
235091,0.001456634
235903,0.000765338
237019,0.000122389
237450,0.000416206
237981,0.000313293
239151,3.41E-05
239186,0.000535796
239976,0.010028846
240060,0.005212895
241407,0.044338699
241504,0.020349511
242071,0.001945514
242110,0.05288957
242349,0.000564789
242551,0.003813417
242608,0.000144463
243205,0.001109653
243345,0.006309057
243540,0.055089198
244635,0.002847276
244724,0.003429586
245216,0.005456864
245593,0.06355819
245801,0.005845592
246077,0.000222153
246123,0.024566326
246328,0.000801479
246492,0.00220758
246654,0.00034148
246700,0.005822386
246816,0.002362053
247022,0.000334712
247987,4.92E-05
248126,0.003972818
248371,0.000447939
248380,0.057956011
248800,0.000366958
248835,0.039042787
248908,0.000175237
249149,0.001195651
249220,0.006873206
250147,0.011099667
250970,5.14E-05
251470,0.000280307
251666,0.002285703
252174,0.005338426
252638,0.02922387
253057,0.000355623
253359,1.256315039
253898,0.01504916
254088,1.339370433
254355,0.00969079
254460,0.015098663
254525,0.008107702
255696,0.005754183
256129,0.017984619
256536,0.073092206
257494,8.88E-05
258199,0.000750941
258792,0.00027395
259454,5.53E-05
260371,0.00020005
260452,0.009399032
260525,0.210582961
260568,0.005672798
261203,0.004864968
261610,0.002312473
262315,0.080768738
262803,0.01050098
262986,0.000308287
263222,0.001658343
264288,0.001102751
264377,0.002726245
265268,0.008892851
266060,0.005317925
266442,0.001981931
267090,0.000700113
267457,0.004415701
268119,0.000625355
268186,0.001628153
268798,0.011907855
269697,7.16E-05
269905,0.097642208
270350,0.004132299
271802,0.004423378
271829,0.000825125
271918,9.56E-05
272647,0.016381212
272809,0.021899299
272833,0.01775949
273686,0.022116299
273708,0.000811927
273899,0.003834537
275999,0.004603232
277193,0.167645271
277550,0.001142077
277673,0.002009019
279900,5.02E-05
280445,0.011091384
280542,9.63E-05
280739,0.000103702
282308,0.001503562
282715,0.019208934
284114,0.000431754
284580,0.00115823
285811,0.025605778
285854,0.001842239
286133,3.75E-05
286532,0.01130759
287741,0.000372341
290351,0.001113592
291102,0.000564447
291137,0.206975513
291269,0.00021676
291315,0.001815953
291692,0.000237551
291838,0.001592437
293059,0.000487842
293121,0.000675153
293180,0.038463538
293512,0.011150722
293644,0.003446852
293695,6.14E-05
294039,0.01284511
294730,0.000104456
294799,0.000174351
295256,0.000744113
296252,0.004269906
296406,0.008877809
296686,0.9675834
297119,0.010426428
297364,0.001548592
297712,0.023606943
298247,0.122970622
300195,7.67E-05
301132,0.003772723
301183,0.019715199
301426,0.000249561
302040,0.023800343
303054,0.001768887
303534,0.000137206
303836,0.000404495
304808,0.001678645
305030,0.003461877
305049,0.007017098
305154,0.022945433
305308,0.006155507
305910,0.002975419
306614,0.000124519
307513,0.002443598
307670,0.001518067
307769,0.001281
308200,0.000453206
308536,0.00538541
308552,0.000236857
308676,0.001654292
308692,0.000192042
309800,0.003054402
310042,0.001418198
310271,0.188813147
310298,0.006095265
310409,0.000529982
310816,0.003107112
311367,0.000374952
311782,0.100846943
311847,0.144372289
312274,0.007806148
312509,0.007382401
313300,0.006482005
313360,0.01755362
313424,0.008620282
315176,0.023732114
315303,0.003268469
315320,0.040960781
316032,0.001185127
320277,0.007567486
322130,0.000600211
323683,0.000244245
324019,0.00125566
325376,0.121914625
326054,0.001828256
327859,7.81E-06
327883,0.002107697
329380,0.000611588
329410,0.001881825
330531,0.044222755
333573,0.005591819
333590,0.007984545
333905,0.000310192
334219,0.001880905
334740,0.002222601
334910,0.020439093
335010,0.000670555
335401,0.001303254
335789,0.010847705
335940,0.013643802
336831,3.22E-05
337200,0.002790689
337218,0.001300977
337285,0.000688661
337498,0.015134683
338125,0.037936946
339440,1.95E-05
339687,0.001452748
340871,0.00019873
340910,0.000638641
341800,0.00718494
342084,0.008367132
342149,3.27E-05
342238,0.000534861
344281,0.013633771
344397,0.003959227
344567,0.000197194
345075,5.20E-05
345660,0.000250615
346640,0.000212445
346667,0.169263408
346675,0.01224326
346969,0.011562148
347728,0.055270766
348619,0.032494145
350397,0.001668468
350761,0.009945939
351113,0.000997063
351601,0.000245571
352101,2.81E-05
352420,0.001270343
353159,4.55E-05
353752,5.20E-05
353809,0.002567525
353906,2.35E-05
354279,0.001399224
355259,0.025878647
355429,0.000334445
356700,0.011972775
357014,0.025977318
362174,0.000900194
366080,0.000109555
375543,9.90E-05
385042,0.00369845
389366,0.00491807
393746,7.07E-05
394394,0.001512656
397059,0.020090624
398306,0.000433463
399205,0.00010194
399850,0.000260574
402648,0.00068678
403040,0.004131413
405973,0.000234171
408638,0.003901891
410454,0.015022755
412090,0.005031854
415723,6.96E-05
416231,0.022203463
424536,0.000795
426750,5.23E-05
427306,0.010036535
436003,7.59E-05
439401,0.000572021
443824,0.008950979
448044,0.000118642
452599,0.001164564
455628,0.007309307
459542,0.009582343
459640,0.149811976
460966,0.000117872
462632,0.016262181
464260,0.017464182
467626,0.031296637
467715,0.006874425
470414,0.004554499
470457,6.50E-05
472891,5.86E-05
474355,0.000576124
480223,0.008068022
486302,0.002135405
489409,0.01533282
494127,0.000123384
500968,0.015546653
501166,0.012168738
502570,0.055753066
503894,0.003690119
516988,0.000141134
519197,0.000131384
520373,0.000212332
525758,0.000563508
535877,0.000241739
537918,0.003176594
540501,0.019823635
546682,0.012721022
548367,0.005418057
548464,0.003290937
548863,0.000697873
557021,0.00220831
563552,0.004734577
568112,0.03099817
577545,0.000145783
579734,0.005370955
580295,0.060460717
583219,7.47E-05
583286,0.00701804
585262,0.012707022
586390,0.001934442
587222,0.259817226
587869,9.02E-05
587931,0.079471248
589268,0.008567839
589519,0.006905117
590126,0.002802179
590509,0.019238484
590673,4.76E-05
590878,0.001459123
590916,0.002455078
591262,0.020234935
591564,0.027728823
591696,0.00016444
592064,0.021922321
593486,0.025076543
593915,9.85E-05
594032,0.002704695
594130,0.000610699
595187,0.048939462
595497,0.000389472
595730,3.96E-05
595969,0.001570279
596019,0.003687131
597171,0.000125477
597180,0.001314123
597333,0.024172645
597619,1.336902462
597970,0.000385136
599026,3.75E-05
599131,0.000165622
599689,0.008549616
600512,0.000704376
601349,0.000117293
602531,0.032632201
604461,0.031670211
604798,6.69E-05
606162,7.23E-05
606200,0.010821983
607258,0.003089886
607592,0.008169107
607967,8.58E-05
608300,0.03571853
608475,0.003376263
609170,0.003292529
609226,0.000298602
